user_id,recency,frequency,r_score,f_score,avg_r,avg_f,user_class
290565,2017-12-03,34,20,40,60.0,60.0,普通用户
29057,2017-12-03,71,20,60,60.0,60.0,普通用户
290571,2017-12-03,360,20,100,60.0,60.0,活跃用户
290583,2017-12-03,188,20,100,60.0,60.0,活跃用户
29059,2017-12-03,13,20,20,60.0,60.0,普通用户
290590,2017-12-03,176,20,100,60.0,60.0,活跃用户
290596,2017-12-03,85,20,60,60.0,60.0,普通用户
290599,2017-12-03,67,20,60,60.0,60.0,普通用户
29060,2017-12-03,71,20,60,60.0,60.0,普通用户
290608,2017-12-03,90,20,60,60.0,60.0,普通用户
290613,2017-12-03,90,20,60,60.0,60.0,普通用户
290615,2017-12-03,142,20,80,60.0,60.0,活跃用户
290618,2017-12-03,189,20,100,60.0,60.0,活跃用户
290619,2017-12-03,59,20,40,60.0,60.0,普通用户
290622,2017-12-03,131,20,80,60.0,60.0,活跃用户
290624,2017-12-03,11,20,20,60.0,60.0,普通用户
29063,2017-12-03,29,20,20,60.0,60.0,普通用户
290630,2017-12-03,44,20,40,60.0,60.0,普通用户
290631,2017-12-03,59,20,40,60.0,60.0,普通用户
290632,2017-12-03,37,20,40,60.0,60.0,普通用户
290638,2017-12-03,59,20,40,60.0,60.0,普通用户
290645,2017-12-03,35,20,40,60.0,60.0,普通用户
290647,2017-12-03,53,20,40,60.0,60.0,普通用户
290659,2017-12-03,22,20,20,60.0,60.0,普通用户
290660,2017-12-03,43,20,40,60.0,60.0,普通用户
290664,2017-12-03,44,20,40,60.0,60.0,普通用户
290666,2017-12-03,175,20,100,60.0,60.0,活跃用户
290674,2017-12-03,358,20,100,60.0,60.0,活跃用户
290677,2017-12-03,147,20,80,60.0,60.0,活跃用户
290679,2017-12-03,115,20,80,60.0,60.0,活跃用户
290680,2017-12-03,172,20,100,60.0,60.0,活跃用户
290682,2017-12-03,99,20,80,60.0,60.0,活跃用户
290686,2017-12-03,55,20,40,60.0,60.0,普通用户
290695,2017-12-03,62,20,60,60.0,60.0,普通用户
29070,2017-12-03,255,20,100,60.0,60.0,活跃用户
290703,2017-12-03,115,20,80,60.0,60.0,活跃用户
290711,2017-12-03,177,20,100,60.0,60.0,活跃用户
290721,2017-12-03,223,20,100,60.0,60.0,活跃用户
290725,2017-12-03,83,20,60,60.0,60.0,普通用户
29073,2017-12-03,36,20,40,60.0,60.0,普通用户
290744,2017-12-03,38,20,40,60.0,60.0,普通用户
290749,2017-12-03,61,20,60,60.0,60.0,普通用户
290751,2017-12-03,43,20,40,60.0,60.0,普通用户
290753,2017-12-03,62,20,60,60.0,60.0,普通用户
290761,2017-12-03,257,20,100,60.0,60.0,活跃用户
290768,2017-12-03,179,20,100,60.0,60.0,活跃用户
290776,2017-12-03,87,20,60,60.0,60.0,普通用户
290781,2017-12-03,49,20,40,60.0,60.0,普通用户
290788,2017-12-03,190,20,100,60.0,60.0,活跃用户
290792,2017-12-03,46,20,40,60.0,60.0,普通用户
290794,2017-12-03,203,20,100,60.0,60.0,活跃用户
290795,2017-12-03,205,20,100,60.0,60.0,活跃用户
290797,2017-12-03,38,20,40,60.0,60.0,普通用户
290800,2017-12-03,42,20,40,60.0,60.0,普通用户
290806,2017-12-03,82,20,60,60.0,60.0,普通用户
290808,2017-12-03,269,20,100,60.0,60.0,活跃用户
29081,2017-12-03,117,20,80,60.0,60.0,活跃用户
290811,2017-12-03,81,20,60,60.0,60.0,普通用户
290816,2017-12-03,134,20,80,60.0,60.0,活跃用户
290828,2017-12-03,36,20,40,60.0,60.0,普通用户
290829,2017-12-03,314,20,100,60.0,60.0,活跃用户
290831,2017-12-03,312,20,100,60.0,60.0,活跃用户
290835,2017-12-03,23,20,20,60.0,60.0,普通用户
290845,2017-12-03,30,20,20,60.0,60.0,普通用户
290849,2017-12-03,565,20,100,60.0,60.0,活跃用户
290852,2017-12-03,175,20,100,60.0,60.0,活跃用户
290864,2017-12-03,50,20,40,60.0,60.0,普通用户
290866,2017-12-03,328,20,100,60.0,60.0,活跃用户
290869,2017-12-03,116,20,80,60.0,60.0,活跃用户
290879,2017-12-03,31,20,20,60.0,60.0,普通用户
290889,2017-12-03,301,20,100,60.0,60.0,活跃用户
29089,2017-12-03,83,20,60,60.0,60.0,普通用户
290900,2017-12-03,44,20,40,60.0,60.0,普通用户
290901,2017-12-03,45,20,40,60.0,60.0,普通用户
290904,2017-12-03,32,20,20,60.0,60.0,普通用户
290906,2017-12-03,64,20,60,60.0,60.0,普通用户
290909,2017-12-03,29,20,20,60.0,60.0,普通用户
290911,2017-12-03,140,20,80,60.0,60.0,活跃用户
290912,2017-12-03,9,20,20,60.0,60.0,普通用户
290913,2017-12-03,77,20,60,60.0,60.0,普通用户
290915,2017-12-03,105,20,80,60.0,60.0,活跃用户
290917,2017-12-03,158,20,100,60.0,60.0,活跃用户
290919,2017-12-03,19,20,20,60.0,60.0,普通用户
290921,2017-12-03,16,20,20,60.0,60.0,普通用户
290929,2017-12-03,170,20,100,60.0,60.0,活跃用户
290938,2017-12-03,58,20,40,60.0,60.0,普通用户
29094,2017-12-03,13,20,20,60.0,60.0,普通用户
290946,2017-12-03,331,20,100,60.0,60.0,活跃用户
290953,2017-12-03,21,20,20,60.0,60.0,普通用户
29096,2017-12-03,47,20,40,60.0,60.0,普通用户
290961,2017-12-03,57,20,40,60.0,60.0,普通用户
290962,2017-12-02,19,20,20,60.0,60.0,普通用户
29098,2017-12-03,31,20,20,60.0,60.0,普通用户
290984,2017-12-03,87,20,60,60.0,60.0,普通用户
290987,2017-12-03,37,20,40,60.0,60.0,普通用户
290996,2017-12-03,146,20,80,60.0,60.0,活跃用户
290997,2017-12-03,163,20,100,60.0,60.0,活跃用户
291000,2017-12-03,39,20,40,60.0,60.0,普通用户
291004,2017-12-03,35,20,40,60.0,60.0,普通用户
291011,2017-12-03,77,20,60,60.0,60.0,普通用户
291012,2017-12-03,43,20,40,60.0,60.0,普通用户
291016,2017-12-03,77,20,60,60.0,60.0,普通用户
291018,2017-12-03,98,20,80,60.0,60.0,活跃用户
291027,2017-12-03,31,20,20,60.0,60.0,普通用户
291036,2017-12-03,60,20,40,60.0,60.0,普通用户
291045,2017-12-03,46,20,40,60.0,60.0,普通用户
291047,2017-12-03,77,20,60,60.0,60.0,普通用户
291048,2017-12-03,16,20,20,60.0,60.0,普通用户
291051,2017-12-03,120,20,80,60.0,60.0,活跃用户
291054,2017-12-03,54,20,40,60.0,60.0,普通用户
291055,2017-12-03,8,20,20,60.0,60.0,普通用户
29106,2017-12-03,106,20,80,60.0,60.0,活跃用户
291062,2017-12-03,134,20,80,60.0,60.0,活跃用户
291066,2017-12-03,61,20,60,60.0,60.0,普通用户
291068,2017-12-03,295,20,100,60.0,60.0,活跃用户
291074,2017-12-03,229,20,100,60.0,60.0,活跃用户
291075,2017-12-03,28,20,20,60.0,60.0,普通用户
291077,2017-12-03,204,20,100,60.0,60.0,活跃用户
291082,2017-12-03,69,20,60,60.0,60.0,普通用户
291097,2017-12-03,257,20,100,60.0,60.0,活跃用户
291103,2017-12-03,191,20,100,60.0,60.0,活跃用户
291109,2017-12-03,115,20,80,60.0,60.0,活跃用户
291126,2017-12-03,23,20,20,60.0,60.0,普通用户
291131,2017-12-03,158,20,100,60.0,60.0,活跃用户
291138,2017-12-03,48,20,40,60.0,60.0,普通用户
29114,2017-12-03,187,20,100,60.0,60.0,活跃用户
291142,2017-12-03,81,20,60,60.0,60.0,普通用户
291146,2017-12-03,201,20,100,60.0,60.0,活跃用户
291164,2017-12-03,28,20,20,60.0,60.0,普通用户
291166,2017-12-03,25,20,20,60.0,60.0,普通用户
291167,2017-12-03,18,20,20,60.0,60.0,普通用户
291169,2017-12-03,35,20,40,60.0,60.0,普通用户
291178,2017-12-03,26,20,20,60.0,60.0,普通用户
291187,2017-12-03,139,20,80,60.0,60.0,活跃用户
29119,2017-12-03,33,20,20,60.0,60.0,普通用户
291190,2017-12-03,41,20,40,60.0,60.0,普通用户
291197,2017-12-03,210,20,100,60.0,60.0,活跃用户
2912,2017-12-03,123,20,80,60.0,60.0,活跃用户
291204,2017-12-03,139,20,80,60.0,60.0,活跃用户
291206,2017-12-03,58,20,40,60.0,60.0,普通用户
291208,2017-12-03,61,20,60,60.0,60.0,普通用户
291209,2017-12-03,163,20,100,60.0,60.0,活跃用户
291218,2017-12-03,4,20,20,60.0,60.0,普通用户
291224,2017-12-03,54,20,40,60.0,60.0,普通用户
29123,2017-12-03,281,20,100,60.0,60.0,活跃用户
291230,2017-12-03,51,20,40,60.0,60.0,普通用户
291234,2017-12-03,474,20,100,60.0,60.0,活跃用户
291235,2017-12-03,78,20,60,60.0,60.0,普通用户
291237,2017-12-03,13,20,20,60.0,60.0,普通用户
291247,2017-12-03,31,20,20,60.0,60.0,普通用户
291250,2017-12-03,111,20,80,60.0,60.0,活跃用户
291259,2017-12-03,114,20,80,60.0,60.0,活跃用户
29126,2017-12-03,26,20,20,60.0,60.0,普通用户
291264,2017-12-03,66,20,60,60.0,60.0,普通用户
291266,2017-12-03,201,20,100,60.0,60.0,活跃用户
291268,2017-12-03,69,20,60,60.0,60.0,普通用户
291285,2017-12-03,44,20,40,60.0,60.0,普通用户
291286,2017-12-03,150,20,80,60.0,60.0,活跃用户
29129,2017-12-03,88,20,60,60.0,60.0,普通用户
291292,2017-12-03,25,20,20,60.0,60.0,普通用户
291295,2017-12-03,68,20,60,60.0,60.0,普通用户
291307,2017-12-03,21,20,20,60.0,60.0,普通用户
291313,2017-12-03,58,20,40,60.0,60.0,普通用户
291316,2017-12-03,38,20,40,60.0,60.0,普通用户
291322,2017-12-03,73,20,60,60.0,60.0,普通用户
291333,2017-12-03,86,20,60,60.0,60.0,普通用户
291334,2017-12-03,73,20,60,60.0,60.0,普通用户
291335,2017-12-03,143,20,80,60.0,60.0,活跃用户
291338,2017-12-03,15,20,20,60.0,60.0,普通用户
291339,2017-12-03,54,20,40,60.0,60.0,普通用户
291340,2017-12-03,38,20,40,60.0,60.0,普通用户
291349,2017-12-03,44,20,40,60.0,60.0,普通用户
291357,2017-12-03,160,20,100,60.0,60.0,活跃用户
29136,2017-12-03,17,20,20,60.0,60.0,普通用户
291363,2017-12-03,150,20,80,60.0,60.0,活跃用户
29137,2017-12-03,96,20,80,60.0,60.0,普通用户
291373,2017-12-03,35,20,40,60.0,60.0,普通用户
291375,2017-12-03,67,20,60,60.0,60.0,普通用户
291384,2017-12-03,43,20,40,60.0,60.0,普通用户
291387,2017-12-03,83,20,60,60.0,60.0,普通用户
291398,2017-12-03,96,20,80,60.0,60.0,普通用户
291399,2017-12-03,24,20,20,60.0,60.0,普通用户
291401,2017-12-03,324,20,100,60.0,60.0,活跃用户
291405,2017-12-03,98,20,80,60.0,60.0,活跃用户
29141,2017-12-03,64,20,60,60.0,60.0,普通用户
291410,2017-12-03,305,20,100,60.0,60.0,活跃用户
291415,2017-12-03,57,20,40,60.0,60.0,普通用户
291417,2017-12-03,54,20,40,60.0,60.0,普通用户
291424,2017-12-03,13,20,20,60.0,60.0,普通用户
291429,2017-12-03,125,20,80,60.0,60.0,活跃用户
291432,2017-12-03,84,20,60,60.0,60.0,普通用户
291433,2017-12-03,128,20,80,60.0,60.0,活跃用户
291441,2017-12-03,45,20,40,60.0,60.0,普通用户
291442,2017-12-03,110,20,80,60.0,60.0,活跃用户
291444,2017-12-03,134,20,80,60.0,60.0,活跃用户
291445,2017-12-03,108,20,80,60.0,60.0,活跃用户
291453,2017-12-03,92,20,60,60.0,60.0,普通用户
291454,2017-12-03,137,20,80,60.0,60.0,活跃用户
291456,2017-12-03,81,20,60,60.0,60.0,普通用户
291462,2017-12-03,69,20,60,60.0,60.0,普通用户
291481,2017-12-03,14,20,20,60.0,60.0,普通用户
291490,2017-12-03,61,20,60,60.0,60.0,普通用户
291494,2017-12-03,33,20,20,60.0,60.0,普通用户
291495,2017-12-03,42,20,40,60.0,60.0,普通用户
291496,2017-12-03,236,20,100,60.0,60.0,活跃用户
291504,2017-12-03,288,20,100,60.0,60.0,活跃用户
291517,2017-12-03,152,20,80,60.0,60.0,活跃用户
291519,2017-12-03,24,20,20,60.0,60.0,普通用户
291523,2017-12-03,21,20,20,60.0,60.0,普通用户
291524,2017-12-03,68,20,60,60.0,60.0,普通用户
291531,2017-12-03,494,20,100,60.0,60.0,活跃用户
291533,2017-12-03,24,20,20,60.0,60.0,普通用户
291538,2017-12-03,28,20,20,60.0,60.0,普通用户
291543,2017-12-03,104,20,80,60.0,60.0,活跃用户
291544,2017-12-03,41,20,40,60.0,60.0,普通用户
291548,2017-12-03,26,20,20,60.0,60.0,普通用户
291559,2017-12-03,67,20,60,60.0,60.0,普通用户
291563,2017-12-03,73,20,60,60.0,60.0,普通用户
291568,2017-12-03,69,20,60,60.0,60.0,普通用户
29157,2017-12-03,36,20,40,60.0,60.0,普通用户
291576,2017-12-03,161,20,100,60.0,60.0,活跃用户
291580,2017-12-03,179,20,100,60.0,60.0,活跃用户
291585,2017-12-03,7,20,20,60.0,60.0,普通用户
2916,2017-12-03,255,20,100,60.0,60.0,活跃用户
291602,2017-12-03,122,20,80,60.0,60.0,活跃用户
291604,2017-12-03,135,20,80,60.0,60.0,活跃用户
291605,2017-12-03,52,20,40,60.0,60.0,普通用户
291609,2017-12-03,54,20,40,60.0,60.0,普通用户
291611,2017-12-03,77,20,60,60.0,60.0,普通用户
291621,2017-12-03,71,20,60,60.0,60.0,普通用户
291636,2017-12-03,44,20,40,60.0,60.0,普通用户
291639,2017-12-03,140,20,80,60.0,60.0,活跃用户
291640,2017-12-03,117,20,80,60.0,60.0,活跃用户
291641,2017-12-03,127,20,80,60.0,60.0,活跃用户
291644,2017-12-03,106,20,80,60.0,60.0,活跃用户
29165,2017-12-03,251,20,100,60.0,60.0,活跃用户
29166,2017-12-03,112,20,80,60.0,60.0,活跃用户
291662,2017-12-03,232,20,100,60.0,60.0,活跃用户
291666,2017-12-03,36,20,40,60.0,60.0,普通用户
291672,2017-12-03,171,20,100,60.0,60.0,活跃用户
291674,2017-12-03,31,20,20,60.0,60.0,普通用户
291685,2017-12-03,152,20,80,60.0,60.0,活跃用户
291698,2017-12-03,59,20,40,60.0,60.0,普通用户
291704,2017-12-03,47,20,40,60.0,60.0,普通用户
291709,2017-12-03,76,20,60,60.0,60.0,普通用户
29171,2017-12-03,160,20,100,60.0,60.0,活跃用户
291717,2017-12-03,42,20,40,60.0,60.0,普通用户
291723,2017-12-03,240,20,100,60.0,60.0,活跃用户
291726,2017-12-03,17,20,20,60.0,60.0,普通用户
291730,2017-12-03,27,20,20,60.0,60.0,普通用户
291742,2017-12-03,15,20,20,60.0,60.0,普通用户
291750,2017-12-03,31,20,20,60.0,60.0,普通用户
291753,2017-12-03,260,20,100,60.0,60.0,活跃用户
291775,2017-12-03,151,20,80,60.0,60.0,活跃用户
291780,2017-12-03,16,20,20,60.0,60.0,普通用户
291781,2017-12-03,99,20,80,60.0,60.0,活跃用户
291787,2017-12-03,55,20,40,60.0,60.0,普通用户
291788,2017-12-03,118,20,80,60.0,60.0,活跃用户
291791,2017-12-03,178,20,100,60.0,60.0,活跃用户
291796,2017-12-03,131,20,80,60.0,60.0,活跃用户
291825,2017-12-03,42,20,40,60.0,60.0,普通用户
291828,2017-12-03,76,20,60,60.0,60.0,普通用户
291832,2017-12-03,27,20,20,60.0,60.0,普通用户
291835,2017-12-03,106,20,80,60.0,60.0,活跃用户
291838,2017-12-03,246,20,100,60.0,60.0,活跃用户
291843,2017-12-03,30,20,20,60.0,60.0,普通用户
291844,2017-12-03,84,20,60,60.0,60.0,普通用户
291848,2017-12-03,21,20,20,60.0,60.0,普通用户
291849,2017-12-03,118,20,80,60.0,60.0,活跃用户
291864,2017-12-03,118,20,80,60.0,60.0,活跃用户
291872,2017-12-03,109,20,80,60.0,60.0,活跃用户
291873,2017-12-03,56,20,40,60.0,60.0,普通用户
291877,2017-12-03,41,20,40,60.0,60.0,普通用户
291881,2017-12-03,15,20,20,60.0,60.0,普通用户
291883,2017-12-03,26,20,20,60.0,60.0,普通用户
291885,2017-12-03,67,20,60,60.0,60.0,普通用户
291887,2017-12-03,35,20,40,60.0,60.0,普通用户
291889,2017-12-03,164,20,100,60.0,60.0,活跃用户
291894,2017-12-03,198,20,100,60.0,60.0,活跃用户
291898,2017-12-03,15,20,20,60.0,60.0,普通用户
291902,2017-12-03,85,20,60,60.0,60.0,普通用户
29192,2017-12-03,7,20,20,60.0,60.0,普通用户
291927,2017-12-03,14,20,20,60.0,60.0,普通用户
291930,2017-12-03,385,20,100,60.0,60.0,活跃用户
291931,2017-12-03,38,20,40,60.0,60.0,普通用户
291938,2017-12-03,78,20,60,60.0,60.0,普通用户
291940,2017-12-03,52,20,40,60.0,60.0,普通用户
291943,2017-12-03,100,20,80,60.0,60.0,活跃用户
291944,2017-12-03,56,20,40,60.0,60.0,普通用户
291945,2017-12-03,82,20,60,60.0,60.0,普通用户
29195,2017-12-03,22,20,20,60.0,60.0,普通用户
291956,2017-12-03,85,20,60,60.0,60.0,普通用户
291962,2017-12-03,234,20,100,60.0,60.0,活跃用户
291964,2017-12-03,21,20,20,60.0,60.0,普通用户
291968,2017-12-03,236,20,100,60.0,60.0,活跃用户
29197,2017-12-03,124,20,80,60.0,60.0,活跃用户
291975,2017-12-03,7,20,20,60.0,60.0,普通用户
291983,2017-12-03,96,20,80,60.0,60.0,普通用户
291984,2017-12-03,59,20,40,60.0,60.0,普通用户
291989,2017-12-03,444,20,100,60.0,60.0,活跃用户
291999,2017-12-03,70,20,60,60.0,60.0,普通用户
292002,2017-12-03,33,20,20,60.0,60.0,普通用户
292007,2017-12-02,115,20,80,60.0,60.0,活跃用户
292009,2017-12-03,118,20,80,60.0,60.0,活跃用户
292011,2017-12-03,176,20,100,60.0,60.0,活跃用户
292015,2017-12-02,9,20,20,60.0,60.0,普通用户
292017,2017-12-03,19,20,20,60.0,60.0,普通用户
292020,2017-12-03,31,20,20,60.0,60.0,普通用户
292024,2017-12-03,18,20,20,60.0,60.0,普通用户
292033,2017-12-03,44,20,40,60.0,60.0,普通用户
292034,2017-12-03,92,20,60,60.0,60.0,普通用户
292036,2017-12-03,11,20,20,60.0,60.0,普通用户
292038,2017-12-03,223,20,100,60.0,60.0,活跃用户
292043,2017-12-03,51,20,40,60.0,60.0,普通用户
292053,2017-12-03,93,20,60,60.0,60.0,普通用户
292056,2017-12-03,344,20,100,60.0,60.0,活跃用户
292059,2017-12-03,32,20,20,60.0,60.0,普通用户
292077,2017-12-03,19,20,20,60.0,60.0,普通用户
292083,2017-12-03,8,20,20,60.0,60.0,普通用户
292087,2017-12-03,86,20,60,60.0,60.0,普通用户
292089,2017-12-03,45,20,40,60.0,60.0,普通用户
29209,2017-12-03,16,20,20,60.0,60.0,普通用户
292094,2017-12-03,162,20,100,60.0,60.0,活跃用户
292099,2017-12-03,86,20,60,60.0,60.0,普通用户
29210,2017-12-03,122,20,80,60.0,60.0,活跃用户
292100,2017-12-03,99,20,80,60.0,60.0,活跃用户
292103,2017-12-03,37,20,40,60.0,60.0,普通用户
292107,2017-12-03,112,20,80,60.0,60.0,活跃用户
292109,2017-12-03,154,20,80,60.0,60.0,活跃用户
292115,2017-12-03,72,20,60,60.0,60.0,普通用户
292120,2017-12-03,243,20,100,60.0,60.0,活跃用户
292122,2017-12-03,31,20,20,60.0,60.0,普通用户
292127,2017-12-03,29,20,20,60.0,60.0,普通用户
29214,2017-12-03,164,20,100,60.0,60.0,活跃用户
292142,2017-12-03,21,20,20,60.0,60.0,普通用户
292143,2017-12-03,43,20,40,60.0,60.0,普通用户
292151,2017-12-03,160,20,100,60.0,60.0,活跃用户
292152,2017-12-03,28,20,20,60.0,60.0,普通用户
292156,2017-12-03,37,20,40,60.0,60.0,普通用户
292161,2017-12-03,30,20,20,60.0,60.0,普通用户
292167,2017-12-03,424,20,100,60.0,60.0,活跃用户
292168,2017-12-03,78,20,60,60.0,60.0,普通用户
292171,2017-12-03,73,20,60,60.0,60.0,普通用户
292172,2017-12-03,21,20,20,60.0,60.0,普通用户
292177,2017-12-03,435,20,100,60.0,60.0,活跃用户
292187,2017-12-03,43,20,40,60.0,60.0,普通用户
292194,2017-12-03,111,20,80,60.0,60.0,活跃用户
2922,2017-12-03,37,20,40,60.0,60.0,普通用户
29220,2017-12-03,248,20,100,60.0,60.0,活跃用户
292214,2017-12-03,25,20,20,60.0,60.0,普通用户
292216,2017-12-03,26,20,20,60.0,60.0,普通用户
292226,2017-12-03,22,20,20,60.0,60.0,普通用户
292229,2017-12-03,140,20,80,60.0,60.0,活跃用户
292235,2017-12-03,123,20,80,60.0,60.0,活跃用户
292238,2017-12-03,71,20,60,60.0,60.0,普通用户
292244,2017-12-03,42,20,40,60.0,60.0,普通用户
29225,2017-12-03,174,20,100,60.0,60.0,活跃用户
292250,2017-12-03,164,20,100,60.0,60.0,活跃用户
292257,2017-12-03,137,20,80,60.0,60.0,活跃用户
292268,2017-12-03,53,20,40,60.0,60.0,普通用户
29227,2017-12-03,97,20,80,60.0,60.0,活跃用户
292271,2017-12-03,127,20,80,60.0,60.0,活跃用户
292274,2017-12-03,54,20,40,60.0,60.0,普通用户
292278,2017-12-03,177,20,100,60.0,60.0,活跃用户
292280,2017-12-01,24,20,20,60.0,60.0,普通用户
292283,2017-12-03,67,20,60,60.0,60.0,普通用户
292287,2017-12-03,53,20,40,60.0,60.0,普通用户
292288,2017-12-02,143,20,80,60.0,60.0,活跃用户
292293,2017-12-03,86,20,60,60.0,60.0,普通用户
292307,2017-12-03,45,20,40,60.0,60.0,普通用户
292312,2017-12-03,58,20,40,60.0,60.0,普通用户
292322,2017-12-03,127,20,80,60.0,60.0,活跃用户
292327,2017-12-03,62,20,60,60.0,60.0,普通用户
292334,2017-12-03,78,20,60,60.0,60.0,普通用户
292337,2017-12-03,48,20,40,60.0,60.0,普通用户
29234,2017-12-03,75,20,60,60.0,60.0,普通用户
292342,2017-12-03,184,20,100,60.0,60.0,活跃用户
292343,2017-12-03,67,20,60,60.0,60.0,普通用户
292344,2017-12-03,91,20,60,60.0,60.0,普通用户
292348,2017-12-03,60,20,40,60.0,60.0,普通用户
292351,2017-12-03,35,20,40,60.0,60.0,普通用户
292353,2017-12-03,31,20,20,60.0,60.0,普通用户
292354,2017-12-03,42,20,40,60.0,60.0,普通用户
29237,2017-12-03,89,20,60,60.0,60.0,普通用户
292371,2017-12-03,72,20,60,60.0,60.0,普通用户
292372,2017-12-03,127,20,80,60.0,60.0,活跃用户
292373,2017-12-03,93,20,60,60.0,60.0,普通用户
292378,2017-12-03,202,20,100,60.0,60.0,活跃用户
292379,2017-12-03,63,20,60,60.0,60.0,普通用户
292396,2017-12-03,56,20,40,60.0,60.0,普通用户
292400,2017-12-03,150,20,80,60.0,60.0,活跃用户
292402,2017-12-03,115,20,80,60.0,60.0,活跃用户
292403,2017-12-02,55,20,40,60.0,60.0,普通用户
292406,2017-12-03,126,20,80,60.0,60.0,活跃用户
292416,2017-12-03,33,20,20,60.0,60.0,普通用户
29243,2017-12-03,70,20,60,60.0,60.0,普通用户
292435,2017-12-03,18,20,20,60.0,60.0,普通用户
292441,2017-12-02,75,20,60,60.0,60.0,普通用户
292445,2017-12-03,73,20,60,60.0,60.0,普通用户
292447,2017-12-03,45,20,40,60.0,60.0,普通用户
292455,2017-12-03,40,20,40,60.0,60.0,普通用户
292457,2017-12-03,12,20,20,60.0,60.0,普通用户
292458,2017-12-03,39,20,40,60.0,60.0,普通用户
292463,2017-12-02,58,20,40,60.0,60.0,普通用户
292468,2017-12-03,53,20,40,60.0,60.0,普通用户
29247,2017-12-03,10,20,20,60.0,60.0,普通用户
292472,2017-12-03,18,20,20,60.0,60.0,普通用户
292477,2017-12-03,222,20,100,60.0,60.0,活跃用户
292479,2017-12-03,150,20,80,60.0,60.0,活跃用户
292480,2017-12-03,78,20,60,60.0,60.0,普通用户
292488,2017-12-03,69,20,60,60.0,60.0,普通用户
29249,2017-12-03,33,20,20,60.0,60.0,普通用户
292490,2017-12-03,178,20,100,60.0,60.0,活跃用户
292492,2017-12-03,29,20,20,60.0,60.0,普通用户
292498,2017-12-03,34,20,40,60.0,60.0,普通用户
292499,2017-12-03,38,20,40,60.0,60.0,普通用户
292501,2017-12-03,80,20,60,60.0,60.0,普通用户
292514,2017-12-03,23,20,20,60.0,60.0,普通用户
292521,2017-12-03,204,20,100,60.0,60.0,活跃用户
292526,2017-12-03,169,20,100,60.0,60.0,活跃用户
292528,2017-12-03,8,20,20,60.0,60.0,普通用户
292532,2017-12-03,52,20,40,60.0,60.0,普通用户
292534,2017-12-03,71,20,60,60.0,60.0,普通用户
292536,2017-12-03,20,20,20,60.0,60.0,普通用户
29254,2017-12-03,18,20,20,60.0,60.0,普通用户
29255,2017-12-03,278,20,100,60.0,60.0,活跃用户
292552,2017-12-03,196,20,100,60.0,60.0,活跃用户
292553,2017-12-03,40,20,40,60.0,60.0,普通用户
292583,2017-12-03,63,20,60,60.0,60.0,普通用户
292585,2017-12-03,162,20,100,60.0,60.0,活跃用户
292588,2017-12-03,9,20,20,60.0,60.0,普通用户
292589,2017-12-03,36,20,40,60.0,60.0,普通用户
292591,2017-12-03,132,20,80,60.0,60.0,活跃用户
292592,2017-12-03,66,20,60,60.0,60.0,普通用户
292608,2017-12-03,235,20,100,60.0,60.0,活跃用户
292613,2017-12-03,50,20,40,60.0,60.0,普通用户
292617,2017-12-03,40,20,40,60.0,60.0,普通用户
292622,2017-12-03,33,20,20,60.0,60.0,普通用户
292629,2017-12-03,164,20,100,60.0,60.0,活跃用户
292631,2017-12-03,113,20,80,60.0,60.0,活跃用户
292639,2017-12-03,29,20,20,60.0,60.0,普通用户
292643,2017-12-03,65,20,60,60.0,60.0,普通用户
292650,2017-12-03,161,20,100,60.0,60.0,活跃用户
292658,2017-12-03,53,20,40,60.0,60.0,普通用户
292659,2017-12-03,77,20,60,60.0,60.0,普通用户
292660,2017-12-03,106,20,80,60.0,60.0,活跃用户
292663,2017-12-03,28,20,20,60.0,60.0,普通用户
292672,2017-12-03,146,20,80,60.0,60.0,活跃用户
292677,2017-12-03,104,20,80,60.0,60.0,活跃用户
292682,2017-12-03,237,20,100,60.0,60.0,活跃用户
292685,2017-12-03,123,20,80,60.0,60.0,活跃用户
292691,2017-12-03,71,20,60,60.0,60.0,普通用户
292695,2017-12-03,83,20,60,60.0,60.0,普通用户
2927,2017-12-03,379,20,100,60.0,60.0,活跃用户
292702,2017-12-03,56,20,40,60.0,60.0,普通用户
292704,2017-12-03,49,20,40,60.0,60.0,普通用户
292712,2017-12-03,40,20,40,60.0,60.0,普通用户
29272,2017-12-03,123,20,80,60.0,60.0,活跃用户
292720,2017-12-03,82,20,60,60.0,60.0,普通用户
292721,2017-12-03,50,20,40,60.0,60.0,普通用户
292724,2017-12-03,86,20,60,60.0,60.0,普通用户
292726,2017-12-03,19,20,20,60.0,60.0,普通用户
292730,2017-12-03,61,20,60,60.0,60.0,普通用户
292734,2017-12-03,57,20,40,60.0,60.0,普通用户
292735,2017-12-03,14,20,20,60.0,60.0,普通用户
292744,2017-12-03,284,20,100,60.0,60.0,活跃用户
292746,2017-12-03,15,20,20,60.0,60.0,普通用户
292754,2017-12-03,197,20,100,60.0,60.0,活跃用户
29276,2017-12-03,20,20,20,60.0,60.0,普通用户
292761,2017-12-03,56,20,40,60.0,60.0,普通用户
292775,2017-12-03,13,20,20,60.0,60.0,普通用户
292777,2017-12-02,116,20,80,60.0,60.0,活跃用户
292778,2017-12-03,10,20,20,60.0,60.0,普通用户
292779,2017-12-03,26,20,20,60.0,60.0,普通用户
292782,2017-12-03,93,20,60,60.0,60.0,普通用户
